Marijuana_Arrest Type,Adult/Juvenile,Arrest Year,Arrest Date,Arrest Time,CCN,Age,Offense Location District,Offense Location PSA,Offense Location Block GEOX,Offense Location Block GEOY,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location Block Address,Arrest Location Block GeoX,Arrest Location Block GeoY
Possession,Adult,2012,11/16/12,8:15:00,b'\xb6\xce\x86\x98\x11R\x12',61,5D,505,401500,139100,705,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2200 BLOCK OF 15TH ST NE,401500,139100
Distribution,Adult,2012,11/16/12,11:41:00,b'\xac\n\\\xa9\x08G\xa6',22,1D,104,400400,137200,703,7D,B ,N ,M,Narcotics,Ucsa Dist Marijuana,8TH ST NE / K ST NE,400400,137200
Possession,Adult,2012,11/16/12,11:41:00,b'\xac\n\\\xa9\x08G\xa6',25,1D,104,400400,137200,104,1D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,8TH ST NE / K ST NE,400400,137200
Possession with intent to distribute,Adult,2012,11/16/12,16:40:00,b'\x8e\x8b\xb5\xf6\xa5P ',51,5D,507,401800,137500,308,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2800 BLOCK OF BENNING RD NE,401800,137500
Possession,Adult,2012,11/16/12,18:45:00,b'Y\x8f\xdf\x8f\x19k\x9d',40,6D,604,405500,135400,604,6D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,53RD ST SE / C ST SE,406400,135200
Distribution,Adult,2012,11/16/12,18:45:00,b'Y\x8f\xdf\x8f\x19k\x9d',41,6D,604,405500,135400,604,6D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,4400 BLOCK OF C ST SE,405500,135400
Possession,Adult,2012,11/16/12,18:45:00,b'Y\x8f\xdf\x8f\x19k\x9d',48,6D,604,405500,135400,604,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4800 BLOCK OF BENNING RD SE,,
Possession with intent to distribute,Adult,2012,11/16/12,19:10:00,"b'\x8e\x9c""\xef\xa1\xd0\xdf'",19,3D,304,397700,139800,208,2D,W ,U ,M,Narcotics,Ucsa Pwid Marijuana,1000 BLOCK OF GIRARD ST NW,397700,139800
Possession,Adult,2012,11/16/12,20:32:00,b'\xba\tL\x0b\xa7\x1b\x1f',37,2D,208,396700,137900,706,7D,W ,N ,F,Narcotics,Ucsa Poss Marijuana,17TH ST NW / O ST NW,396700,137900
Possession,Adult,2012,11/16/12,21:46:00,b'\xb4.\xd8k3\xec\x96',22,7D,703,400500,131400,Out of State,Out of State,B ,U ,F,Narcotics,Ucsa Poss Marijuana,2700 BLOCK OF MARTIN LUTHER KING JR AVE SE,400500,131400
Possession,Adult,2012,11/16/12,22:31:00,b'yz\xec\xe3\xf0\xa7\xf1',20,5D,506,401300,138200,506,5D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF CAPITOL AVE NE,401300,138200
Possession,Adult,2012,11/17/12,2:21:00,b'\x80S\xcd\x14\x03\xf5\\',22,1D,104,400000,137200,602,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5TH ST NE / K ST NE,400000,137200
Possession,Adult,2012,11/17/12,15:26:00,b'\xb6P\xb6\x93k\nU',33,5D,507,401800,136800,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF BENNING RD NE,401800,136800
Possession,Adult,2012,11/17/12,15:52:00,b'\xad1\xc6\xbb\x1c\xc9a',23,6D,604,406900,135300,604,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5600 BLOCK OF B ST SE,406900,135300
Possession,Adult,2012,11/17/12,16:49:00,b'\xff\x03\x9c\x92\x9bC}',24,5D,504,401200,141300,504,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF SHEPHERD ST NE,401200,141300
Possession,Adult,2012,11/17/12,17:55:00,"b'7\xdf\xee\xcb\xac""m'",23,2D,203,394200,142400,203,2D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF CONNECTICUT AVE NW,394200,142400
Possession,Adult,2012,11/17/12,17:55:00,"b'7\xdf\xee\xcb\xac""m'",48,2D,203,394200,142400,708,7D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF CONNECTICUT AVE NW,394200,142400
Possession,Adult,2012,11/17/12,17:55:00,"b'7\xdf\xee\xcb\xac""m'",70,2D,203,394200,142400,203,2D,U,N ,U,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF CONNECTICUT AVE NW,394200,142400
Possession,Adult,2012,11/17/12,18:22:00,b'\xdf\xe84\xa5o\x9b\xb6',48,3D,308,398400,138400,501,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF RHODE ISLAND AVE NW,398400,138400
Possession,Adult,2012,11/17/12,19:00:00,b'{\x8b\x0f\x9et\xc4U',19,6D,601,405400,138400,601,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4400 BLOCK OF QUARLES ST NE,405400,138400
Distribution,Adult,2012,11/17/12,19:01:00,b'\xe3O9xL\xff\xfc',23,6D,604,406200,135300,604,6D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,5100 BLOCK OF C ST SE,406200,135300
Possession,Adult,2012,11/17/12,19:02:00,b'[\x16\xc9\xe8T\xa7@',24,6D,605,405300,133700,103,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4100 BLOCK OF ALABAMA AVE SE,405300,133700
Possession,Adult,2012,11/17/12,19:23:00,b'\x05\xbe=\xb0\x7f\xa4S',54,3D,303,396400,139500,303,3D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF COLUMBIA RD NW,396400,139500
Possession,Adult,2012,11/17/12,22:33:00,b'\n\x1d\xde\xe8|\x97\xc5',39,1D,104,400700,137200,104,1D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF 10TH ST NE,400700,137200
Possession,Adult,2012,11/18/12,19:15:00,b'\x19\x8b\xf4\xcc\x05\xfa\x89',35,4D,401,397800,144800,402,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,800 BLOCK OF VENABLE PL NW,397800,144800
Possession,Adult,2012,11/18/12,19:35:00,b'\x18_\xd5\xd7\xfa\xbd\xad',21,2D,207,395600,137500,,,U,H ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF 23RD ST NW,395600,137500
Possession,Adult,2012,11/19/12,15:49:00,b'\xab6\x16U\x10\xe2\\',23,6D,608,406100,137100,603,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5000 BLOCK OF HUNT ST NE,406100,137100
Possession,Juvenile,2012,11/19/12,Juvenile,Juvenile,Juvenile,6D,602,Juvenile,Juvenile,602,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Poss Marijuana,Juvenile,Juvenile,Juvenile
Possession with intent to distribute,Adult,2012,11/20/12,16:00:00,b'2\x91\x10\x08\xf6\x1e2',28,3D,305,397300,138500,,,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF U ST NW,397500,138800
Possession,Adult,2012,11/20/12,17:33:00,b'\xb4\x8a\x06fs\x10\xe8',35,5D,503,403100,139500,503,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,3100 BLOCK OF DOUGLAS ST NE,403100,139500
Possession with intent to distribute,Adult,2012,11/20/12,18:21:00,b'fi6\xfa\xf5\xc8\x97',42,1D,106,399300,134600,507,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,UNIT BLOCK OF I ST SE,399300,134600
Distribution,Adult,2012,11/20/12,19:28:00,b'\xa2\x11q\x80p%\xc2',27,4D,403,397600,143100,406,4D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,5500 BLOCK OF GEORGIA AVE NW,397600,143100
Possession,Adult,2012,11/20/12,19:28:00,b'\xa2\x11q\x80p%\xc2',33,4D,403,397600,143100,704,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5500 BLOCK OF GEORGIA AVE NW,397600,143100
Possession with intent to distribute,Adult,2012,11/20/12,19:29:00,b'`\r7G\xec\xaf\xb5',24,5D,507,402000,136500,507,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1900 BLOCK OF E ST NE,402000,136500
Possession,Adult,2012,11/20/12,19:29:00,b'`\r7G\xec\xaf\xb5',26,5D,507,402000,136500,507,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF E ST NE,402000,136500
Possession,Adult,2012,11/20/12,19:29:00,b'`\r7G\xec\xaf\xb5',26,5D,507,402000,136500,603,6D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF E ST NE,402000,136500
Possession with intent to distribute,Adult,2012,11/20/12,19:29:00,b'`\r7G\xec\xaf\xb5',32,5D,507,402000,136500,507,5D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,1900 BLOCK OF E ST NE,402000,136500
Possession,Adult,2012,11/20/12,20:10:00,b'w2\x12\xb5\x004\x12',19,3D,304,397900,139200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 9TH ST NW,397900,139200
Possession with intent to distribute,Adult,2012,11/20/12,21:48:00,b'\x10\xfdr\xea\xbep\xa9',29,5D,506,401700,137500,704,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1200 BLOCK OF BLADENSBURG RD NE,401700,137500
Possession with intent to distribute,Adult,2012,11/20/12,22:45:00,b'\xceH\x03x\xf4\xf2?',54,7D,706,400100,128800,706,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4200 BLOCK OF 6TH ST SE,400100,128800
Possession,Adult,2012,11/21/12,15:33:00,b'\xe9\xaaUK\x8d\xd8\x89',21,2D,207,397200,136700,507,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1400 BLOCK OF G ST NE,397200,136700
Possession,Adult,2012,11/21/12,15:43:00,b'&\xc2\x08\xe5U\t\x93',35,6D,605,402800,133900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2800 BLOCK OF O ST SE,402800,133900
Possession,Adult,2012,11/21/12,16:18:00,b'\xd28z\x9a\xa4\x90\xe4',46,6D,608,407400,136400,104,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,400 BLOCK OF 60TH ST NE,407400,136400
Possession,Adult,2012,11/21/12,20:45:00,b'\xc7tX\tT\xb5\xdb',21,3D,307,397300,138000,307,3D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF KINGMAN PL NW,397300,138000
Possession,Adult,2012,11/21/12,20:45:00,b'\xc7tX\tT\xb5\xdb',23,3D,307,397300,138000,401,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF KINGMAN PL NW,397300,138000
Possession,Adult,2012,11/21/12,22:24:00,b'e\xddx\x18\xc1\xed3',35,5D,507,401900,136300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF D ST NE,401800,135200
Possession with intent to distribute,Adult,2012,11/21/12,22:48:00,b'\x8c\xad\x88U[A)',26,1D,102,398300,136900,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF H ST NW,398300,136900
Possession,Adult,2012,11/22/12,17:29:00,"b'k\x02""8\xc1\x9bA'",34,1D,104,400400,137000,506,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,800 BLOCK OF 7TH ST NE,400400,137000
Possession with intent to distribute,Adult,2012,11/22/12,21:30:00,b'\xd9\xe3\xf0N\x11\xe8\xb7',22,4D,409,396800,140400,608,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,16TH ST NW / PARK RD NW,396800,140400
Possession,Adult,2012,11/23/12,17:26:00,b'*\xf2\xd22\xbb|\x1e',29,6D,607,402000,133700,604,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF Q ST SE,402000,133700
Possession,Adult,2012,11/23/12,19:40:00,b'\x9a8\xaaw\x9b\x9fH',29,2D,208,395800,138000,,,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1500 BLOCK OF 22ND ST NW,395800,138000
Possession,Adult,2012,11/23/12,21:33:00,b'\xe9\x94\n\xd2wi\xbd',30,3D,305,398100,138700,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Poss Marijuana,2000 BLOCK OF GEORGIA AVE NW,398100,138700
Possession,Adult,2012,11/23/12,21:50:00,b'\x95\x8cB\x8f\xd2\x87e',22,1D,103,399000,137300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,UNIT BLOCK OF K ST NW,399000,137300
Possession,Adult,2012,11/23/12,21:56:00,b'\x05Jc\xedd\xb5\x13',18,3D,302,397700,140000,402,4D,U,H ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF COLUMBIA RD NW,397700,140000
Possession,Adult,2012,11/24/12,2:45:00,b'\x19~\xffi\xb1\x92>',18,3D,303,396200,139200,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF COLUMBIA RD NW,396200,139200
Possession,Adult,2012,11/24/12,17:00:00,b'S\x97\xcb\\`EU',44,5D,506,401400,137900,506,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF SIMMS PL NE,401300,138000
Possession with intent to distribute,Adult,2012,11/24/12,19:00:00,b'y3\xff\xf3X\xa4j',21,1D,103,399100,137500,103,1D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF 1ST PL NW,399100,137500
Possession with intent to distribute,Adult,2012,11/24/12,21:37:00,b'\x88\xc1!\x1c\x04\xae\x86',22,7D,706,400400,129000,706,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4300 BLOCK OF BARNABY RD SE,400400,129000
Possession,Adult,2012,11/24/12,22:00:00,b'\xeb\\b7%\xca\xf7',19,3D,301,397100,139000,402,4D,U,H ,M,Narcotics,Ucsa Poss Marijuana,1400 BLOCK OF W ST NW,397100,139000
Possession,Adult,2012,11/25/12,0:39:00,b'U\xe4\xc3\xfa(A>',32,3D,305,397700,138900,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Poss Marijuana,1000 BLOCK OF V ST NW,397700,138900
Possession,Adult,2012,11/25/12,4:51:00,"b'S"")0\x8b\xe1\xd9'",21,5D,501,399500,137700,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF 2ND ST NE,399700,137300
Possession,Adult,2012,11/25/12,18:53:00,b'\xfe\x8b\xa7\x13\xb5]\x83',23,5D,504,401900,141000,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF PERRY ST NE,401900,141000
Possession,Adult,2012,11/26/12,22:50:00,b'\xdc:=\x0b.7a',44,6D,604,406100,135700,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,5000 BLOCK OF AYERS PL SE,406100,135700
Possession,Adult,2012,11/27/12,15:59:00,b'\xe0\xe1I\x86\xaa\xba\xa1',29,1D,105,398900,133600,604,6D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,100 BLOCK OF Q ST SW,398900,133600
Possession with intent to distribute,Adult,2012,11/27/12,18:00:00,b'`\r\x1b\x0b\x0b\x91\xd5',28,6D,604,405600,134900,602,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,600 BLOCK OF 46TH PL SE,405600,134900
Possession,Adult,2012,11/27/12,18:15:00,b'x\xc2\xfb\x06\x84*i',22,3D,302,398200,140400,407,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF MORTON ST NW,398200,140400
Possession,Adult,2012,11/27/12,19:55:00,b'\x1do\xa8\xd2h\xcbf',18,4D,408,396600,140700,408,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3300 BLOCK OF MOUNT PLEASANT ST NW,396600,140700
Possession,Adult,2012,11/27/12,20:09:00,b'H/?\xad+\x18}',35,5D,507,401900,136800,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1700 BLOCK OF BENNING RD NE,401900,136800
Possession,Adult,2012,11/27/12,21:21:00,b'\x88\xb8\x10\xfc\xfb\xf35',21,5D,507,402000,136800,,,U,U ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800
Possession,Adult,2012,11/27/12,23:33:00,b'=\xa4\xfb\xc0\xdf+\xe9',44,6D,605,403400,134600,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3200 BLOCK OF MINNESOTA AVE SE,403400,134600
Possession,Adult,2012,11/27/12,23:51:00,b'\x1ePa\xf6\xb7G\x95',43,1D,104,400200,136900,Out of State,Out of State,W ,H ,M,Narcotics,Ucsa Poss Marijuana,600 BLOCK OF H ST NE,400200,136900
Possession,Adult,2012,11/28/12,0:57:00,b'\xd3\xcf\xeb\x1dwE\xe7',20,7D,706,400500,129800,404,4D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,3700 BLOCK OF 9TH ST NW,400500,129800
Possession with intent to distribute,Adult,2012,11/28/12,2:10:00,b'SgV\x99\\\xff\xfb',20,4D,403,397300,143100,403,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF JEFFERSON ST NW,397300,143100
Possession,Adult,2012,11/28/12,10:30:00,b'I\xe1r\x9f\x7fN\xa6',29,7D,706,401000,129600,703,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1300 BLOCK OF BARNABY TER SE,401000,129600
Possession,Adult,2012,11/28/12,11:31:00,b'8\xda\xf3_D\xa6.',30,3D,305,398000,138700,408,4D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1900 BLOCK OF 8TH ST NW,398000,138700
Possession with intent to distribute,Adult,2012,11/28/12,13:00:00,b'\xf1l\xfa_\xc7\x04\x0f',36,5D,507,402400,137200,104,1D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2100 BLOCK OF I ST NE,402400,137200
Possession,Adult,2012,11/28/12,17:02:00,b'qi^\x8c>\x8f\xdf',20,5D,507,402600,136700,604,6D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,2600 BLOCK OF BENNING RD NE,402600,136700
Possession,Adult,2012,11/28/12,17:02:00,b'qi^\x8c>\x8f\xdf',22,5D,507,402600,136700,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Poss Marijuana,2600 BLOCK OF BENNING RD NE,402600,136700
Possession,Adult,2012,11/28/12,19:21:00,b'_C\xbb\x83\x1d\xb1?',31,6D,607,401900,133600,607,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1800 BLOCK OF Q ST SE,401900,133600
Distribution,Adult,2012,11/28/12,19:21:00,b'_C\xbb\x83\x1d\xb1?',37,6D,607,401900,133600,308,3D,B ,U ,M,Narcotics,Ucsa Dist Marijuana,1800 BLOCK OF Q ST SE,401900,133600
Possession,Adult,2012,11/28/12,19:40:00,b' W%\xa8\x94\x91d',47,5D,507,402100,137300,705,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2000 BLOCK OF MARYLAND AVE NE,402100,137300
Possession with intent to distribute,Adult,2012,11/28/12,19:44:00,b'pK\xe8\xdf\r7\x89',23,6D,605,402700,134200,407,4D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2700 BLOCK OF FAIRLAWN AVE SE,402700,134200
Possession,Adult,2012,11/28/12,20:00:00,b'\xc6\xef\x82Br\x15\xae',22,6D,605,402800,134300,505,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF NELSON PL SE,402800,134300
Possession,Adult,2012,11/28/12,20:00:00,b'\xc6\xef\x82Br\x15\xae',24,6D,605,402800,134300,702,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF NELSON PL SE,402800,134300
Possession,Adult,2012,11/28/12,20:00:00,b'\xc6\xef\x82Br\x15\xae',34,6D,605,402800,134300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2900 BLOCK OF NELSON PL SE,402800,134300
Possession,Adult,2012,11/28/12,20:07:00,b'\x18\xa2(\x8d\xcfTt',19,3D,308,398000,138300,404,4D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF R ST NW,398000,138300
Possession with intent to distribute,Adult,2012,11/28/12,20:31:00,b'\x14jG\x98\x97\x10\xf1',30,6D,602,404900,136800,708,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4100 BLOCK OF GAULT PL NE,404900,136800
Possession,Adult,2012,11/28/12,21:18:00,b'\x9bt\x89\xf9\xfbm\xd9',26,6D,603,404100,135600,602,6D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,100 BLOCK OF ANACOSTIA RD SE,404200,135700
Possession,Adult,2012,11/28/12,21:23:00,b'u\xb4\xc3\xa9}m^',29,1D,104,400300,136800,103,1D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF 7TH ST NE,400300,136800
Possession,Unknown,2012,11/28/12,22:35:00,b'\xb3b\x9f\xa1\r\xc3\xe0',Unk,5D,507,402500,136800,706,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF BENNING RD NE,402500,136800
Possession,Adult,2012,11/29/12,0:29:00,b'\x94B\xbeZ8\x80\xa8',23,4D,407,397800,141700,408,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF VARNUM ST NW,397800,141700
Possession,Adult,2012,11/29/12,9:55:00,b'\x80f\xd3\x9e\x93\x01\xb4',29,7D,705,400500,130500,704,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,SAVANNAH ST SE / WHEELER RD SE,400500,130500
Possession with intent to distribute,Adult,2012,11/29/12,11:10:00,b'E\xa80S\x07w\xcb',26,5D,506,400800,137600,507,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1300 BLOCK OF WEST VIRGINIA AVE NE,400800,137600
Possession,Adult,2012,11/29/12,18:07:00,b'\xe4N(\x8a\xd4\x13\xc9',19,1D,105,398700,134600,,,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF I ST SW,398700,134600
Possession,Adult,2012,11/29/12,19:58:00,b'\xe4N(\x8a\xd4\x13\xc9',19,1D,105,398700,134600,105,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,200 BLOCK OF I ST SW,398700,134600
Possession,Adult,2012,11/29/12,23:31:00,b'6\xb1\xd8\x91E\xa9a',28,5D,507,401800,137500,306,3D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,26TH ST NE / BENNING RD NE,402600,136700
Possession,Adult,2012,11/30/12,1:10:00,"b'""Rd\x18\xcb\xbe\xd0'",31,5D,502,399900,139000,701,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2200 BLOCK OF 4TH ST NE,399900,139000
Possession,Adult,2012,11/30/12,14:37:00,b'@\xaa\x84ib\xf1\xfe',18,3D,306,398100,138700,308,3D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,7TH ST NW / FLORIDA AVE NW,398100,138700
Possession,Adult,2012,11/30/12,15:43:00,b'Fx\xe9\x05\x11\xf1P',28,6D,602,405200,136000,,,B ,U ,M,Narcotics,Ucsa Poss Marijuana,4300 BLOCK OF BENNING RD NE,405200,136000
Possession,Adult,2012,11/30/12,16:50:00,b'\xdc{\xba\xf96\xddt',28,3D,305,397600,138600,701,7D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF T ST NW,397600,138600
Possession,Adult,2012,11/30/12,17:50:00,b'N\x93G\xb6{N1',31,5D,505,400800,139100,702,7D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF BRENTWOOD RD NE,400700,139000
Possession,Adult,2012,11/30/12,17:52:00,b'\xab\xf1o\xc4\x93\x89T',28,5D,507,402500,136800,506,5D,B ,U ,M,Narcotics,Ucsa Poss Marijuana,2500 BLOCK OF BENNING RD NE,402500,136800
Distribution,Adult,2012,11/30/12,20:55:00,b'xm\xb8\x15\xfd\xab\xf2',40,6D,603,404000,135300,603,6D,B ,N ,M,Narcotics,Ucsa Dist Marijuana,300 BLOCK OF 37TH ST SE,404000,135300
Possession,Adult,2012,11/30/12,21:07:00,b'xm\xb8\x15\xfd\xab\xf2',39,6D,603,404000,135300,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Poss Marijuana,300 BLOCK OF 37TH ST SE,404000,135300
Possession,Adult,2012,11/30/12,21:11:00,b'f\xb5\xa7\xa6L\xe2~',22,3D,303,396400,139100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,2300 BLOCK OF 18TH ST NW,396400,139100
Possession,Adult,2012,11/30/12,21:33:00,b'\xba\xac!@2\x89\xb2',21,5D,504,400600,141100,603,6D,B ,N ,F,Narcotics,Ucsa Poss Marijuana,1100 BLOCK OF MICHIGAN AVE NE,400600,141100
Possession with intent to distribute,Adult,2012,12/1/12,4:21:00,b'U\xcb\xfecp\xef\x1d',18,2D,207,395700,136900,207,2D,W ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,2200 BLOCK OF H ST NW,395700,136900
Possession,Adult,2012,12/1/12,9:52:00,b'\xbb\xde\xe5L*\x04\xfd',20,6D,602,405000,137100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,4200 BLOCK OF NANNIE HELEN BURROUGHS AVE NE,405000,137100
Possession with intent to distribute,Adult,2012,12/1/12,10:54:00,b'2A0\x14\xc9H\xcc',21,5D,507,402000,136900,,,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,18TH ST NE / H ST NE,402000,136900
Possession with intent to distribute,Adult,2012,12/1/12,16:05:00,b'\xf7\xe0\xee{\x9c\xc76',22,3D,304,397700,139700,305,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,2700 BLOCK OF 11TH ST NW,397700,139700
Possession with intent to distribute,Adult,2012,12/1/12,16:16:00,b'{\xc0\xa8\t\x14\xd48',46,5D,506,401000,137700,506,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1500 BLOCK OF WEST VIRGINIA AVE NE,401000,137700
Possession,Adult,2012,12/1/12,17:15:00,b'V+i6\xbb\xc3 ',44,5D,507,401600,136800,507,5D,B ,U ,F,Narcotics,Ucsa Poss Marijuana,700 BLOCK OF 16TH ST NE,401600,136800
Possession with intent to distribute,Adult,2012,12/1/12,17:46:00,b'\xd0\xa7\x80\xb3]\xf5\xaa',22,3D,308,398500,138300,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,UNIT BLOCK OF R ST NE,399400,138300
Possession with intent to distribute,Adult,2012,12/1/12,17:46:00,b'\xd0\xa7\x80\xb3]\xf5\xaa',27,3D,308,398500,138300,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,UNIT BLOCK OF R ST NE,399400,138300
Possession,Adult,2012,12/1/12,17:48:00,b'\xb6\x82\x80\xd7O\xfe\xbe',76,6D,604,405400,135700,504,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,4500 BLOCK OF BENNING RD SE,405400,135700
Possession,Adult,2012,12/1/12,19:14:00,b'8y\xd8O0l\xd9',26,3D,307,397700,137500,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF 11TH ST NW,397700,137500
